s [m]			bet_x [m]		bet_y [m]	alpha_x				alpha_y		Dx [m]		D'x
   4.6984952e+00	   4.9867884e+00	   2.5635264e+00	   8.0734773e-02	   1.6003112e-01	  -1.3045653e-04	  -1.6998158e-16	
   4.8984952e+00	   4.9625679e+00	   2.5155171e+00	   4.0367386e-02	   8.0015561e-02	  -1.3045653e-04	  -1.6998158e-16	
   5.0984952e+00	   4.9544945e+00	   2.4995140e+00	  -1.7203896e-09	   5.8109068e-09	  -1.3045653e-04	  -1.6998158e-16	
   5.2984952e+00	   4.9625679e+00	   2.5155171e+00	  -4.0367389e-02	  -8.0015550e-02	  -1.3045653e-04	  -1.6998158e-16	
   5.4984952e+00	   4.9867884e+00	   2.5635264e+00	  -8.0734776e-02	  -1.6003111e-01	  -1.3045653e-04	  -1.6998158e-16	
   5.4984952e+00	   4.9867884e+00	   2.5635264e+00	  -8.0734776e-02	  -1.6003111e-01	  -1.3045653e-04	  -1.6998158e-16	
   5.5984952e+00	   4.4115737e+00	   2.9329012e+00	   5.5936576e+00	  -3.6848215e+00	  -1.2246850e-04	   1.5810990e-04	
   5.6984952e+00	   3.3660337e+00	   3.7195703e+00	   4.8617418e+00	  -4.1818689e+00	  -1.0665751e-04	   1.5810990e-04	
   5.7984952e+00	   2.4596605e+00	   4.6169684e+00	   4.1940302e+00	  -4.7999905e+00	  -9.0713017e-05	   1.6070996e-04	
   5.7984952e+00	   2.4596605e+00	   4.6169684e+00	   4.1940302e+00	  -4.7999905e+00	  -9.0713017e-05	   1.6070996e-04	
   5.9567725e+00	   1.3213596e+00	   6.2668679e+00	   2.9977850e+00	  -5.6241181e+00	  -6.5276282e-05	   1.6070996e-04	
   5.9567725e+00	   1.3213596e+00	   6.2668679e+00	   2.9977850e+00	  -5.6241181e+00	  -6.5276282e-05	   1.6070996e-04	
   6.0567725e+00	   9.8642498e-01	   6.2110591e+00	   5.5669672e-01	   6.1471662e+00	  -5.4867978e-05	   5.0672825e-05	
   6.4252659e+00	   7.5646407e-01	   2.5286620e+00	   6.7360326e-02	   3.8459493e+00	  -3.6195376e-05	   5.0672825e-05	
   6.5252659e+00	   5.5072334e-01	   2.5095532e+00	   1.7781059e+00	  -3.6359564e+00	  -2.6037725e-05	   1.4732879e-04	
   6.5252659e+00	   5.5072334e-01	   2.5095532e+00	   1.7781059e+00	  -3.6359564e+00	  -2.6037725e-05	   1.4732879e-04	
   6.5488641e+00	   4.7101124e-01	   2.6843129e+00	   1.5997808e+00	  -3.7696738e+00	  -2.2561028e-05	   1.4732879e-04	
   6.6488641e+00	   2.9563297e-01	   2.8292219e+00	   2.8226494e-01	   2.4297575e+00	  -9.8337920e-06	   1.1192119e-04	
   6.7917671e+00	   2.8953993e-01	   2.1846135e+00	  -2.3962739e-01	   2.0810530e+00	   6.1600816e-06	   1.1192119e-04	
   7.2371314e+00	   2.9358420e-01	   8.1496201e-01	   2.3962734e-01	   9.9429793e-01	   2.8355833e-01	   9.9997682e-01	
   7.4745135e+00	   3.8277808e-01	   4.8040797e-01	  -6.1536710e-01	   4.1505038e-01	   5.2093491e-01	   9.9997682e-01	
   7.5745135e+00	   3.8366225e-01	   6.0486072e-01	   6.0765030e-01	  -1.8102415e+00	   5.2089439e-01	  -1.0007619e+00	
   7.8118955e+00	   2.9627812e-01	   1.8627515e+00	  -2.3953436e-01	  -3.4887718e+00	   2.8333143e-01	  -1.0007619e+00	
   8.2572598e+00	   2.8689519e-01	   6.3728299e+00	   2.3953449e-01	  -6.6379457e+00	  -2.1644569e-04	   6.8833151e-04	
   8.4001628e+00	   2.9369912e-01	   8.4143936e+00	  -2.8714674e-01	  -7.6484138e+00	  -1.1808105e-04	   6.8833151e-04	
   8.5001628e+00	   4.7010254e-01	   8.0541220e+00	  -1.6059001e+00	   1.0979705e+01	  -6.0055684e-05	   4.9362772e-04	
   8.5237611e+00	   5.5013482e-01	   7.5443235e+00	  -1.7855546e+00	   1.0623558e+01	  -4.8406950e-05	   4.9362772e-04	
   8.6237611e+00	   9.8337625e-01	   5.5705333e+00	  -2.5468598e+00	   9.1143439e+00	   9.5582270e-07	   4.9362772e-04	
   8.7237611e+00	   1.3835374e+00	   4.5645380e+00	  -1.2615664e+00	   1.4220725e+00	   4.9079193e-05	   4.5730737e-04	
   8.8237611e+00	   1.6545821e+00	   4.2867447e+00	  -1.4488797e+00	   1.3558601e+00	   9.4809930e-05	   4.5730737e-04	
   8.8405446e+00	   1.7037444e+00	   4.2414189e+00	  -1.4803176e+00	   1.3447473e+00	   1.0248517e-04	   4.5730737e-04	
   9.0069775e+00	   2.7422287e+00	   2.9907601e+00	  -5.2200655e+00	   5.5980021e+00	   1.9321764e-04	   6.5336203e-04	
   9.0237611e+00	   2.9203531e+00	   2.8058971e+00	  -5.3929614e+00	   5.4165298e+00	   2.0418338e-04	   6.5336203e-04	
   9.1237611e+00	   4.1019604e+00	   1.8307162e+00	  -6.4231120e+00	   4.3352786e+00	   2.6951959e-04	   6.5336203e-04	
   9.2237611e+00	   4.8046119e+00	   1.2671268e+00	  -2.6418443e-01	   1.5675448e+00	   3.1420497e-04	   2.2963718e-04	
   9.4237611e+00	   4.9191921e+00	   7.4924385e-01	  -3.0871637e-01	   1.0218699e+00	   3.6013240e-04	   2.2963718e-04	
   9.5190299e+00	   4.9800351e+00	   5.7930227e-01	  -3.2992890e-01	   7.6194075e-01	   3.8200967e-04	   2.2963718e-04	
   9.6190299e+00	   3.7272892e+00	   6.1042948e-01	   1.1623565e+01	  -1.1027078e+00	   3.4986696e-04	  -8.5689574e-04	
   9.7190299e+00	   1.7677404e+00	   8.6727277e-01	   7.9719230e+00	  -1.4657251e+00	   2.6417738e-04	  -8.5689574e-04	
   9.8190299e+00	   8.9286168e-01	   8.4833633e-01	   1.8097535e+00	   1.6316247e+00	   2.2258214e-04	  -4.0430068e-16	
   9.8190299e+00	   8.9286168e-01	   8.4833633e-01	   1.8097535e+00	   1.6316247e+00	   2.2258214e-04	  -4.0430068e-16	
   9.9969904e+00	   4.0037472e-01	   4.0432344e-01	   9.5764166e-01	   8.6338377e-01	   2.2258214e-04	  -4.0430068e-16	
   1.0196990e+01	   2.0884639e-01	   2.3164669e-01	  -9.7042235e-09	  -2.7609843e-08	   2.2258214e-04	  -4.0430068e-16	
